PRODUTOR;CNPJ_PRODUTOR;PAIS_PRODUTOR;TITULO_ORIGINAL;CPB
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SAIA PARA VOAR;B1600135500000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SALVADOR FEST 2016 - ANITTA;B1700090800000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SALVADOR FEST 2016 - AVIÕES DO FORRÓ;B1600695000000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SALVADOR FEST 2016 - HARMONIA DO SAMBA;B1600657000000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SALVADOR FEST 2016 - LÉO SANTANA;B1600657300000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SALVADOR FEST 2016 - MARÍLIA MENDONÇA;B1600657100000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SALVADOR FEST 2016 - SORRISO MAROTO;B1600656900000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SALVADOR FEST 2016 - THIAGUINHO;B1600657200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SAM ALVES - COUNTING STARS (COVER DE ONE REPUBLIC);B1500438100000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SAM SMITH - I'M NOT THE ONLY ONE (AO VIVO NO RIR 2015);B1500770800000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SAMANTHA CANTA;B1600179800000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SAMANTHA CANTA - 2ª TEMPORADA;B1700584500000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SAMANTHA CANTA - 4ª TEMPORADA;B1900307200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SAMANTHA CANTA 3ª TEMPORADA;B1800496000000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SAMBA BRASIL 2015 - ARLINDO CRUZ;B1600032300000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SAMBA BRASIL 2015 - PÉRICLES;B1600058200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SAMBA BRASIL 2015 FORTALEZA - BELO;B1600089400000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SAMBA BRASIL 2015 FORTALEZA - SORRISO MAROTO;B1600089600000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SAMBA BRASIL 2015 FORTALEZA - TURMA DO PAGODE;B1600057600000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SAMBA BRASÍLIA 2014 - PÉRICLES - AO VIVO;B1600104700000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SAMBA BRASÍLIA 2014 - SORRISO MAROTO - AO VIVO;B1600104900000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SAMBA BRASÍLIA 2014 - THIAGUINHO - AO VIVO;B1600104500000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SAMBA DO REINO - SORRISO MAROTO;B1600089300000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SAMBA DO REINO - THIAGUINHO;B1600053000000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SAMBA PRA SEMPRE - 1ª TEMPORADA;B1500569100000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SAMBA SÃO PAULO 2014 - AMIGOS DO PAGODE 90 AO VIVO;B1600090000000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SAMBAS-ENREDO INESQUECÍVEIS;B1302023900000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SAMBRA - 100 ANOS DE SAMBA;B1500935800000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SANGUE, SUOR E JAVALIS;B1301877800000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SANTA AJUDA - 10º TEMPORADA;B1800077900000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SANTA AJUDA - 11ª TEMPORADA;B1900097000000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SANTA AJUDA - 2º TEMPORADA;B1301968800000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SANTA AJUDA - 3º TEMPORADA;B1301917100000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SANTA AJUDA - 4º TEMPORADA;B1301876200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SANTA AJUDA - 6ª TEMPORADA;B1402283200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SANTA AJUDA - 7ª TEMPORADA;B1500103900000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SANTA AJUDA - 8ª TEMPORADA;B1600108100000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SANTA AJUDA - 9ª TEMPORADA;B1700100800000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SANTA AJUDA - ESPECIAL VIAGEM;B1700141300000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SANTA AJUDA VERÃO;B1402317600000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SAULO AO VIVO;B1402267900000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SAÚDE POR AÍ;B1402073600000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SCRACHO - PLANETA ATLÂNTIDA 2012;B1402061200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SCRACHO 10 ANOS;B1402282200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SE ARRUME COMIGO;B1600739200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SE ARRUME COMIGO - 2ª TEMPORADA;B1600695100000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SE ESSA ROUPA FOSSE MINHA;B1900337200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SECRETO - 2ª TEMPORADA;B1500554800000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SEGREDOS DA ILHA DO MEL;B1800172900000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SEGREDOS DO TORQUATTO;B1500736000000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SEGREDOS MÉDICOS;B1402131100000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SEGREDOS MÉDICOS - 2ª TEMPORADA;B1500430100000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SEM ANÁLISE;B1302054200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SEM ASAS - 2ª TEMPORADA;B1301814800000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SEM ASAS - 3ª TEMPORADA;B1402236800000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SEM DESTINO - 1ª TEMPORADA;B1402293000000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SEM DESTINO - 2ª TEMPORADA;B1402293100000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SEM DESTINO - 3ª TEMPORADA;B1301837300000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SEM DESTINO - 4ª TEMPORADA;B1301906700000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SEM DESTINO - 5ª TEMPORADA;B1402103300000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SEM DIREÇÃO;B1302023700000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SEM LIMITES;B1402241000000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SENNINHA NA PISTA MALUCA - SEGUNDA TEMPORADA;B2000102100000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SENSACIONALISTA - 2ª TEMPORADA;B1301883700000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SENSACIONALISTA 2013;B1301919600000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SENSACIONALISTA 2013 - 2ª TEMPORADA;B1302016500000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SEPULTURA E ANA CAÑAS - RATAMAHATTA (EXTRAÍDO MÚSICA BOA);B1500162900000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SEPULTURA, ANA CAÑAS E TITÃS - BICHOS ESCROTOS (EXTRAÍDO MÚSICA BOA);B1500162800000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SESSÃO DE TERAPIA;B1301809000000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SESSÃO DE TERAPIA - 4ª TEMPORADA;B1900508300000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SEXY FI - PALA NOTURNA;B1500048300000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SKANK COSMOTRON MULTISHOW AO VIVO;B0600507700000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SKATE JAM 2015;B1500178600000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SKATE NA VAN;B1700183700000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SKATE NA VAN - 2ª TEMPORADA;B1900250100000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SKATE NO QUINTAL;B1402198000000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SKATE NO QUINTAL - 2ª TEMPORADA;B1600479500000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SKATE PARA MENORES;B1800164500000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SKATE PARA MENORES CALIFÓRNIA;B1900131700000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SKATE PELAS SOMBRAS;B1800600300000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SKATE SEM FRONTEIRAS - 1ª TEMPORADA;B1600256100000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SKI NA NOVA ZELÂNDIA;B1600248700000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SKUTA FESTIVAL 2018 - DENNIS DJ;B1800189800000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SKUTA FESTIVAL 2018 - HENRIQUE & JULIANO;B1800189900000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SKUTA FESTIVAL 2018 - MAIARA & MARAISA;B1800193600000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SKUTA FESTIVAL 2018 - MARÍLIA MENDONÇA;B1800190200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SKYDIVE NO HAVAÍ;B1402089700000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SLACKLINE;B1402288100000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SLACKLINE - 2ª TEMPORADA;B1402081000000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SLACKLINE - 3ª TEMPORADA;B1500177300000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SLACKLINE AMERICA;B1500202800000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SNOWCAMP;B1402277300000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SOBRE ROCHAS;B1302020200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SOBRE ROCHAS   -  SEGUNDA TEMPORADA;B1402708800000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SOCORRO! MEU FILHO COME MAL - 6ª TEMPORADA;B1600129300000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SOCORRO! MEU FILHO COME MAL.;B1301775700000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SOCORRO, MEU FILHO COME MAL! NA CASA DA KAPIM - 7;B1700353100000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SOCORRO, MEUS PAIS COMEM MAL! - 8ª TEMPORADA;B1800089600000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SOL & SAL 1ª TEMPORADA;B1301856000000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SOL & SAL 3ª TEMPORADA;B1302040800000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SOL & SAL ¿ 2ª TEMPORADA;B1301794200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SONHADORES;B1600403500000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SONIC HIGHWAYS - FOO FIGHTERS;B1500429800000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SONS URBANOS - 1ª TEMPORADA;B1500687300000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SORRISO EU GOSTO - AO VIVO;B1600257500000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SOS - SALVEM O SALÃO - 4° TEMPORADA;B1800075500000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SOS FADA MANU;B1402778300000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SOS FADA MANU (QUARTA TEMPORADA);B1900271600000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SOS FADA MANU (SEGUNDA TEMPORADA);B1600512600000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SOS FADA MANU (TERCEIRA TEMPORADA);B1800210700000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SPACE NET;B1700233200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SPFW - INVERNO 2016;B1500751900000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SPFW - PRIMAVERA-VERÃO 2015/2016 - PÍLULAS;B1500243200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SPFW N41 - PÍLULAS;B1600254500000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SPFW ¿ OUTONO-INVERNO 2014/2015 - PÍLULAS;B1402443800000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;STUDIO VIP;B1402302500000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SUBMERSO - 1ª TEMPORADA;B1301813100000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SUBMERSO - 2ª TEMPORADA;B1301812800000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SUBMERSO - 3° TEMPORADA;B1301785000000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SUBMERSO ¿ 4° TEMPORADA;B1301990400000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SUL POR ELAS;B1402768300000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SUP NA DINAMARCA;B1800067200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SUPER GROMMETS - 1ª TEMPORADA;B1700265800000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SUPER GROMMETS 2ª TEMPORADA;B1800423900000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SUPERBONITA;B1301837900000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SUPERBONITA - 15ª TEMPORADA;B1500139900000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SUPERBONITA - 16ª TEMPORADA;B1600117200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SUPERBONITA - 17ª TEMPORADA;B1700071700000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SUPERBONITA - 18ª TEMPORADA;B1800091000000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SUPERBONITA - 19ª TEMPORADA;B1800331400000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SUPERBONITA - 20ª TEMPORADA;B1900109200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SUPERBONITA - 21ª TEMPORADA;B1900345000000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SUPERBONITA - 21ª TEMPORADA;B1900413100000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SUPERBONITA 2012/2013;B1301961200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SUPERBONITA 2014;B1402158800000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SUPERBONITA VERÃO 2014;B1402066200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SUPERJÚRI - A SÉRIE - 1ª TEMPORADA;B1800426200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SURF RELIK: ENTRE O CLÁSSICO E O PROGRESSIVO;B1900064900000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SURFE A DOIS;B1900588800000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SURFE E JIU JITSU;B1800202300000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SURFE NO ALENTEJO;B1700532300000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SURFE NO OESTE DA ÁFRICA;B1600278600000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SURFE PARA TODOS;B1700481500000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SURFE PARA TODOS;B1900626300000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SURFIN SEM FIM;B1700268000000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SURTADAS NA YOGA;B1301892400000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SURTADAS NA YOGA - 2ª TEMPORADA;B1402165900000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SWELL EM ANGRA;B1700482800000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SWELL HISTÓRICO EM NIAS;B1800421900000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SWELL NO LITORAL;B1700481600000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SÃO PAULO FASHION WEEK - SPFW N43;B1700108200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SÓ GAROTAS;B1402111700000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SÓ PRA CONTRARIAR ¿ TOUR 25 ANOS;B1302003300000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SÓ PRA PARODIAR - 1ª TEMPORADA;B1700216600000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SÓ PRA PARODIAR - 2ª TEMPORADA;B1800346200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;SÓ SE FOR A 3 - 1ª TEMPORADA;B1402295000000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TAIU BUENO: DESAFIANDO O IMPOSSÍVEL;B1900013700000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TATIANA WESTON - WEBB - 4ª TEMPORADA;B1900250200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TATIANA WESTON-WEBB - 1ª TEMPORADA;B1600289100000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TATIANA WESTON-WEBB 2ª TEMPORADA;B1700002700000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TATIANA WESTON-WEBB 3ª TEMPORADA;B1800009100000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TAYLOR STEELE NO BRASIL;B1900582400000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TELECINE COM VIN DIESEL;B1402825500000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TELEFILMES DPA - 1ª TEMPORADA;B1800580700000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TEM CRIANÇA NA COZINHA;B1301953800000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TEM CRIANÇA NA COZINHA - 2ª TEMPORADA;B1402108700000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TEM CRIANÇA NA COZINHA - 3ª TEMPORADA;B1402154600000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TEM CRIANÇA NA COZINHA - 4º TEMPORADA;B1500635000000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TEM CRIANÇA NA COZINHA - 5ª TEMPORADA;B1500705800000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TEM ONDA LÁ EM CIMA;B1700183400000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TEMPERO DE FAMÍLIA - 1ª TEMPORADA;B1301796500000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TEMPERO DE FAMÍLIA - 2ª TEMPORADA;B1301983700000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TEMPERO DE FAMÍLIA - 3ª TEMPORADA;B1402299400000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TEMPERO DE FAMÍLIA - 4ª TEMPORADA;B1402300200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TEMPERO DE FAMÍLIA - 5ª TEMPORADA;B1500071100000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TEMPERO DE FAMÍLIA - 6ª TEMPORADA;B1600053200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TEMPERO DE FAMÍLIA - 8ª TEMPORADA;B1700015100000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TEMPERO DE FAMÍLIA - VERÃO;B1402179100000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TEMPERO DE FAMÍLIA - VERÃO;B1500851900000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TEMPERO DE FAMÍLIA 10ª TEMPORADA;B1800030000000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TEMPERO DE FAMÍLIA 2019;B1900032300000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TEMPERO DE FAMÍLIA VERÃO 2017 – 7ª TEMPORADA;B1600759300000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TEMPERO DE FAMÍLIA VERÃO 2018- 9A TEMPORADA;B1700573200000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TEMPERO DE FAMÍLIA VERÃO 2019 - 11ª TEMPORADA;B1800553400000
GLOBOSAT PROGRAMADORA LTDA (BAIXADA);000.811.990/0001-48;BRASIL;TEMPLES AO VIVO;B1500930000000
